"filename", "language", "YAML", "C++", "Properties", "Gradle", "XML", "Dart", "CMake", "JSON", "Swift", "Markdown", "HTML", "comment", "blank", "total"
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\announces_id\location.g.dart", "Dart", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 4, 5, 18
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\announces_id\nearby_locations.dart", "Dart", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 5, 21
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\announces_id\nearby_locations.g.dart", "Dart", 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 0, 4, 5, 31
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\announces_id\similar_ads.dart", "Dart", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 5, 18
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\announces_id\similar_ads.g.dart", "Dart", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 4, 5, 23
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\announces_id\the_nearest_park.dart", "Dart", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 5, 16
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\announces_id\the_nearest_park.g.dart", "Dart", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 4, 5, 20
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\announces_id\the_nearest_school.dart", "Dart", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 5, 16
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\announces_id\the_nearest_school.g.dart", "Dart", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 4, 5, 20
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\announces_id\the_nearest_station.dart", "Dart", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 5, 16
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\announces_id\the_nearest_station.g.dart", "Dart", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 4, 5, 20
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\areamarks\marks.dart", "Dart", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\areamarks\marks.g.dart", "Dart", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 4, 5, 18
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\areamarks\metro.dart", "Dart", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\areamarks\metro.g.dart", "Dart", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 4, 5, 18
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\areamarks\region.dart", "Dart", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\areamarks\region.g.dart", "Dart", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 4, 5, 22
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\areamarks\settlements.dart", "Dart", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 5, 16
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\areamarks\settlements.g.dart", "Dart", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 4, 5, 19
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\cities.dart", "Dart", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 6, 16
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\cities.g.dart", "Dart", 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 4, 5, 18
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\favourites\get_folders.dart", "Dart", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 6, 18
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\favourites\get_folders.g.dart", "Dart", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 4, 5, 21
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\favourites\get_folders_by_announces.dart", "Dart", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 6, 17
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\favourites\get_folders_by_announces.g.dart", "Dart", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 4, 5, 22
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\favourites\get_wishlist.dart", "Dart", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 5, 34
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\favourites\get_wishlist.g.dart", "Dart", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 4, 5, 34
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\favourites\single_folder.dart", "Dart", 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 5, 34
"c:\Users\Rahim\Desktop\my_own_projects\rieltor_ofis\lib\domain\entity\favourites\single_folder.g.dart", "Dart", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 4, 5, 35
